port,jdate,P,Y,D,R,E,PE,vwret,n
B,2011-10-31,1242.283320181415,0.024980650547823252,31.033045502841556,0.0738714501707252,91.76927038470447,13.53702949771377,0.1070213417260832,494.0
B,2011-11-30,1229.2573335296217,0.025775676078025382,31.68493884559674,0.07507089366601351,92.28144657356954,13.320741916953164,-0.002539476255170226,494.0
B,2011-12-31,1236.762058980219,0.026282560524178874,32.50527366915569,0.07605385890786506,94.06052713628227,13.148576737065286,0.009326729930169251,495.0
B,2012-01-31,1295.05269384156,0.025161940299587304,32.58603856726105,0.0769271014393415,99.62464994844217,12.999319892333643,0.04738281034589393,494.0
B,2012-02-29,1347.7546773813294,0.02392044582430314,32.23889274475125,0.07770311014713614,104.72473014787937,12.869497734472041,0.04579041938533473,494.0
B,2012-03-31,1391.6964612945592,0.023316389632416244,32.44933694159884,0.07805741173880011,108.6322236947005,12.811083249163493,0.03261610117771619,492.0
B,2012-04-30,1380.8157493784834,0.023716404735623618,32.74798517758354,0.07861037310303073,108.54644124518356,12.720967482107602,-0.007102963574424536,490.0
B,2012-05-31,1292.0993473609687,0.026251065257892194,33.918984287252705,0.0794934557884552,102.71344234373097,12.579651872993924,-0.060640375654193786,488.0
B,2012-06-30,1339.6391377885561,0.02553424635930122,34.206675776854865,0.0799378678659765,107.08789638463227,12.509715691649369,0.03904111863035571,488.0
B,2012-07-31,1353.9204327642499,0.025377691488066362,34.35937504208043,0.08008318441995337,108.4262597070025,12.48701593528094,0.011617964651699992,496.0
B,2012-08-31,1378.558520126199,0.025747080795551307,35.49385759908489,0.07973082950918517,109.91361433661659,12.542199876207205,0.024247674832709256,496.0
B,2012-09-30,1411.3464329397311,0.025218866886991147,35.592557823736854,0.07837182603942396,110.60979712371413,12.759687384302653,0.02610338524540465,496.0
B,2012-10-31,1382.6692637921685,0.026063897454563948,36.03774990505651,0.07777451251431183,107.53642795995835,12.857682647846657,-0.017653978752256504,495.0
B,2012-11-30,1382.9951979964867,0.027405617822670966,37.90183784688088,0.07710501264850587,106.635862234342,12.969325412844968,0.005188726787335721,495.0
B,2012-12-31,1389.8796944289777,0.030536877914809503,42.44258654505043,0.07627016679675644,106.006356121523,13.111286391503306,0.008676800678594497,496.0
B,2013-01-31,1459.1323462196578,0.028902793602960313,42.17300104219,0.0753496996520719,109.94518404027421,13.271453033223906,0.05213653381141495,497.0
B,2013-02-28,1467.9165511335855,0.02608879783789949,38.29617814543076,0.07463309046991452,109.55514876303779,13.398882368446364,0.012419813661750618,497.0
B,2013-03-31,1524.0440728792728,0.024161283824135786,36.82286140532799,0.0739720665345317,112.73668956058424,13.518616510911984,0.039151474925232306,497.0
B,2013-04-30,1550.253756757493,0.023902864028333,37.055504757186775,0.07311855188254117,113.35230974457711,13.67641965347476,0.01896605805903551,497.0
B,2013-05-31,1580.7412033929031,0.023917919123866243,37.80804025851445,0.07171815886549492,113.36784875016583,13.943470047459913,0.02339560575977512,495.0
B,2013-06-30,1555.7285718742578,0.02474332013045679,38.49389008998312,0.07066046801084289,109.92850898647528,14.152184780980356,-0.013245462294916759,492.0
B,2013-07-31,1634.4626480024062,0.02326034840157622,38.018170641898806,0.06943388807747385,113.4870965682106,14.402189301054365,0.05355071835927296,496.0
B,2013-08-31,1583.3618541162232,0.024084655158533586,38.1347242475656,0.06845811404362853,108.39396638141953,14.607472232768455,-0.026679391660358626,496.0
B,2013-09-30,1631.2122439923162,0.022028710939868468,35.933503004480926,0.06776217877527425,110.53449569782362,14.757494786529652,0.033269529041332124,495.0
B,2013-10-31,1697.4443927742361,0.021188820892825148,35.96684521402363,0.06676127808047139,113.32355713213768,14.97874259978426,0.04468080262970766,492.0
B,2013-11-30,1744.484982363983,0.020985397847559397,36.60871139400082,0.06562506548245807,114.48194120080109,15.238080033113343,0.031219227127860925,494.0
B,2013-12-31,1784.6397189697097,0.02097490513253866,37.432648801150116,0.06499823436522408,115.99843071108083,15.385033297689525,0.026054355417964713,492.0
B,2014-01-31,1717.4062599092583,0.022116349196602002,37.982756556583375,0.06490049575995523,111.46051768936138,15.408202792451055,-0.034774479611987104,491.0
B,2014-02-28,1795.43015054517,0.021486932629504598,38.57828668574536,0.06467102820385814,116.11231390396395,15.4628746097521,0.04618282520540093,490.0
B,2014-03-31,1801.9775554310654,0.02151387355158511,38.76751727033839,0.06453507076295935,116.29074905300831,15.49545058489285,0.006463354243991687,490.0
B,2014-04-30,1807.3963415947403,0.02175645287418783,39.322533330885456,0.06446202764265839,116.50843293311979,15.513008767633615,0.006082320911779545,489.0
B,2014-05-31,1841.0215297319098,0.02159192981973,39.75120766658336,0.06439726030793874,118.55674268266539,15.528610925653343,0.02212141189243204,488.0
